uwwState,rptMStateKey,uwwCode,uwwName,uwwLatitude,uwwLongitude,uwwLoadEnteringUWWTP,uwwCapacity,version,year
active,UK,UKENAN_AW_TP000142,INGOLDISTHORPE STW,52.864484,0.522175352,6321,7318,7,2016
active,UK,UKENAN_AW_TP000141,INGATESTONE STW,51.66652506,0.40037504,7182,8220,7,2016
active,UK,UKENAN_AW_TP000140,IMMINGHAM STW,53.61790818,-0.175843512,13392,20200,7,2016
active,UK,UKENAN_AW_TP000139,HUNTINGDON STW,52.32269918,-0.151047194,41392,55140,7,2016
active,UK,UKENAN_AW_TP000138,HORNCASTLE STW,53.18997224,-0.113469628,9128,9128,7,2016
active,UK,UKENAN_AW_TP000137,HORBLING STW,52.89763935,-0.332220957,4034,5600,7,2016
active,UK,UKENAN_AW_TP000136,HOLTON LE CLAY STW,53.50849239,-0.046525078,3452,4950,7,2016
active,UK,UKENAN_AW_TP000135,HOLT STW,52.90623542,1.075527827,6364,6541,7,2016
active,UK,UKENAN_AW_TP000133,HOLBEACH STW,52.81314044,0.011584956,8011,8769,7,2016
active,UK,UKENAN_AW_TP000132,HITCHIN STW,51.95941975,-0.270592309,35004,42980,7,2016
active,UK,UKENAN_AW_TP000131,HIBALDSTOW STW,53.5304507,-0.523876937,4771,10694,7,2016
active,UK,UKENAN_AW_TP000130,HEMPNALL STW,52.5029553,1.2879187,2463,2500,7,2016
active,UK,UKENMI_ST_TP000116,ILKESTON STW,52.95090331,-1.282582986,49253,55000,7,2016
active,UK,UKENMI_ST_TP000117,SOUTHAM DISTRICT   STW,52.26205632,-1.405395623,14867,17000,7,2016
active,UK,UKENMI_ST_TP000118,KEGWORTH STW,52.84592492,-1.270950782,3870,4000,7,2016
active,UK,UKENMI_ST_TP000119,KEMPSEY STW,52.1317038,-2.231958887,3299,3397,7,2016
active,UK,UKENMI_ST_TP000120,KIDDERMINSTER STW,52.36153357,-2.25753882,108040,110000,7,2016
active,UK,UKENMI_ST_TP000121,KILBURN STW,53.00058388,-1.444924251,14123,14123,7,2016
active,UK,UKENMI_ST_TP000122,KILSBY STW,52.33691457,-1.188496787,2168,2750,7,2016
active,UK,UKENMI_ST_TP000123,KINETON STW,52.15381539,-1.525523213,2343,2750,7,2016
active,UK,UKENMI_ST_TP000124,KINVER STW,52.43757741,-2.219148122,5656,8000,7,2016
active,UK,UKENMI_ST_TP000125,KIRKBY-IN-ASHFIELD STW,53.0891313,-1.276494706,27650,30000,7,2016
active,UK,UKENMI_ST_TP000126,KIRTON IN LINDSEY STW,53.4744105,-0.600752633,3259,3259,7,2016
inactive,UK,UKENMI_ST_TP000128,LANGLEY STW,52.56746517,-1.77129314,13779,14046,7,2016
active,UK,UKENMI_ST_TP000129,LANGWITH STW,53.22651792,-1.185414828,2999,4500,7,2016
active,UK,UKENMI_ST_TP000130,LEEK STW,53.08295574,-2.029682715,45360,55000,7,2016
active,UK,UKENMI_ST_TP000131,LICHFIELD STW,52.7135321,-1.813458708,37243,42500,7,2016
active,UK,UKENMI_ST_TP000132,LITTLE ASTON STW,52.61507525,-1.86527418,23025,27500,7,2016
active,UK,UKENMI_ST_TP000135,LONG MARSTON STW,52.13682689,-1.766634949,2489,3000,7,2016
active,UK,UKENMI_ST_TP000136,LONG WHATTON STW,52.8052978,-1.271926901,2443,6000,7,2016
active,UK,UKENMI_ST_TP000137,LOUGHBOROUGH STW,52.78668012,-1.214112791,70711,80000,7,2016
active,UK,UKENMI_ST_TP000138,LOWER GORNAL STW,52.51599334,-2.145857886,34479,40000,7,2016
active,UK,UKENMI_ST_TP000139,LUDLOW STW,52.35329359,-2.710580433,13017,16000,7,2016
active,UK,UKENMI_ST_TP000140,LUTTERWORTH STW,52.44025418,-1.221318618,11830,12000,7,2016
active,UK,UKENMI_ST_TP000141,LYDNEY STW,51.70251465,-2.527411837,19891,23000,7,2016
active,UK,UKENMI_ST_TP000142,MALTBY STW,53.40904022,-1.192313151,33051,55000,7,2016
active,UK,UKENMI_ST_TP000143,MANSFIELD STW,53.15610632,-1.181513609,99025,130000,7,2016
active,UK,UKENMI_ST_TP000144,MARCHINGTON  STW,52.8704059,-1.766585558,2616,3000,7,2016
active,UK,UKENMI_ST_TP000145,MAREHAY STW,53.02872522,-1.408628951,5869,6000,7,2016
active,UK,UKENMI_ST_TP000146,MARKET BOSWORTH STW,52.62155894,-1.420923521,2519,3000,7,2016
active,UK,UKENMI_ST_TP000147,MARKET DRAYTON STW,52.89522491,-2.49421654,12483,17000,7,2016
active,UK,UKENMI_ST_TP000148,MATLOCK STW,53.10028464,-1.531013251,22273,25000,7,2016
active,UK,UKENMI_ST_TP000149,MATTERSEY THORPE STW,53.40390117,-0.989498291,6007,6500,7,2016
active,UK,UKENMI_ST_TP000150,MEASHAM STW,52.70283809,-1.524626829,7793,9882,7,2016
active,UK,UKENAN_AW_TP000129,HECKINGTON STW,52.99360395,-0.288102364,4152,4152,7,2016
active,UK,UKENAN_AW_TP000128,HEACHAM STW,52.89837638,0.479357204,27617,38000,7,2016
active,UK,UKENAN_AW_TP000127,HAVERHILL STW,52.07649643,0.45231668,29491,41600,7,2016
active,UK,UKENAN_AW_TP000126,HAUGHLEY STW,52.21797807,0.967341371,2898,3188,7,2016
active,UK,UKENAN_AW_TP000125,HASLINGFIELD STW,52.1607729,0.071237089,10127,10127,7,2016
active,UK,UKENAN_AW_TP000124,HARWICH   STW,51.93744555,1.227856026,23958,32733,7,2016
active,UK,UKENAN_AW_TP000123,HARLESTON STW,52.40872221,1.30485771,5699,7000,7,2016
active,UK,UKENAN_AW_TP000122,HANSLOPE STW,52.11847762,-0.840643113,2290,2290,7,2016
active,UK,UKENAN_AW_TP000121,HALSTEAD   STW,51.9353882,0.667861601,13882,13882,7,2016
active,UK,UKENAN_AW_TP000120,HALESWORTH STW,52.33663855,1.508562373,7710,9000,7,2016
active,UK,UKENAN_AW_TP000119,HADLEIGH STW,52.03504561,0.95647471,7387,8107,7,2016
active,UK,UKENAN_AW_TP000118,HADDENHAM STW,52.34801251,0.155947683,2766,3052,7,2016
active,UK,UKENAN_AW_TP000117,GRIMSTON STW,52.75995479,0.53565038,4299,4299,7,2016
active,UK,UKENAN_AW_TP000116,GRIMSBY   STW,53.5800443,-0.095116682,132483,155551,7,2016
active,UK,UKENAN_AW_TP000115,GREAT YARMOUTH (CAISTER) STW,52.63945131,1.721119859,107531,170000,7,2016
active,UK,UKENAN_AW_TP000114,GREAT WENHAM STW,52.00116928,1.021195637,2756,3875,7,2016
active,UK,UKENAN_AW_TP000113,GREAT WALDINGFIELD STW,52.06416901,0.789357063,2298,2298,7,2016
active,UK,UKENAN_AW_TP000112,GREAT TOTHAM STW,51.77202484,0.697860499,4454,5000,7,2016
active,UK,UKENAN_AW_TP000111,GREAT EASTON  STW,51.89984527,0.320588929,3729,3757,7,2016
active,UK,UKENAN_AW_TP000110,GREAT DUNMOW STW,51.86674083,0.373443557,9081,9439,7,2016
active,UK,UKENAN_AW_TP000109,GREAT CORNARD STW,52.01415048,0.745667272,9311,9814,7,2016
active,UK,UKENAN_AW_TP000108,GREAT CHESTERFORD STW,52.07399823,0.186833732,4113,4450,7,2016
active,UK,UKENAN_AW_TP000107,NORTHAMPTON   STW,52.25007229,-0.80589759,337357,337357,7,2016
active,UK,UKENAN_AW_TP000106,GRANTHAM   STW,52.97363592,-0.650428611,63675,76000,7,2016
active,UK,UKENAN_AW_TP000105,GOSBERTON STW,52.87367538,-0.178310423,2290,2490,7,2016
active,UK,UKENAN_AW_TP000104,GLEMSFORD STW,52.10963759,0.67774369,3662,3892,7,2016
active,UK,UKENAN_AW_TP000103,GAMLINGAY STW,52.14273874,-0.200745813,3549,4500,7,2016
active,UK,UKENAN_AW_TP000102,FRAMPTON STW,52.94015311,-0.043813328,12073,12439,7,2016
active,UK,UKENAN_AW_TP000101,FRAMLINGHAM STW,52.21083367,1.341016864,4159,4300,7,2016
active,UK,UKENAN_AW_TP000100,FOXTON  STW,52.12358811,0.044633801,6200,6250,7,2016
active,UK,UKENAN_AW_TP000099,FLITWICK STW,52.01751967,-0.485813927,28464,46458,7,2016
active,UK,UKENAN_AW_TP000098,FISHTOFT STW,52.97940266,0.030918741,9079,10000,7,2016
active,UK,UKENAN_AW_TP000097,FELSTED  STW,51.85866331,0.42337103,5795,6734,7,2016
active,UK,UKENAN_AW_TP000096,FELIXSTOWE STW,51.95089411,1.330378954,31387,39363,7,2016
active,UK,UKENAN_AW_TP000095,FAKENHAM STW,52.82282219,0.847340684,17048,19527,7,2016
active,UK,UKENAN_AW_TP000094,EYE STW,52.32639358,1.163990102,11703,13614,7,2016
active,UK,UKENAN_AW_TP000093,EMPINGHAM STW,52.66624932,-0.573911299,2310,5359,7,2016
active,UK,UKENAN_AW_TP000092,ELY NEW STW,52.38389777,0.252874493,9989,10872,7,2016
active,UK,UKENAN_AW_TP000091,ELY STW,52.39764791,0.273919161,13598,13598,7,2016
active,UK,UKENMI_ST_TP000058,CLOWNE STW,53.27410296,-1.245094345,6718,13000,7,2016
active,UK,UKENMI_ST_TP000057,CLEOBURY MORTIMER STW,52.38182231,-2.470977504,3134,3102,7,2016
active,UK,UKENMI_ST_TP000056,BURTON ON TRENT   STW,52.82646314,-1.602976058,333429,410000,7,2016
active,UK,UKENMI_ST_TP000055,CLAY CROSS STW,53.15508846,-1.421998702,2948,5500,7,2016
active,UK,UKENMI_ST_TP000054,CINDERFORD CRUMP MEADOW STW,51.8237657,-2.51605924,4533,5250,7,2016
active,UK,UKENMI_ST_TP000053,CHURCH STRETTON STW,52.51230189,-2.825720858,4760,5500,7,2016
active,UK,UKENMI_ST_TP000052,CHIPPING CAMPDEN STW,52.05096119,-1.76372789,2282,2750,7,2016
active,UK,UKENMI_ST_TP000051,CHEDDLETON STW,53.05904547,-2.027129577,5319,11000,7,2016
active,UK,UKENMI_ST_TP000050,CHECKLEY STW,52.9339092,-1.950430316,51269,65000,7,2016
active,UK,UKENMI_ST_TP000049,CASTLE DONINGTON STW,52.85348775,-1.3504077,7386,8000,7,2016
active,UK,UKENMI_ST_TP000048,CANNOCK STW,52.67555481,-2.041826271,63625,70000,7,2016
active,UK,UKENMI_ST_TP000047,CALVERTON STW,53.03431253,-1.061238537,9124,10000,7,2016
active,UK,UKENMI_ST_TP000046,BUXTON STW,53.24937535,-1.881278999,23117,27500,7,2016
active,UK,UKENMI_ST_TP000045,BURTON STATHER STW,53.64831373,-0.693039637,2208,3000,7,2016
active,UK,UKENMI_ST_TP000044,BURTON ON THE WOLDS STW,52.7764424,-1.12564755,2639,3000,7,2016
active,UK,UKENMI_ST_TP000043,BURNTWOOD STW,52.66858341,-1.883594329,41220,45000,7,2016
active,UK,UKENMI_ST_TP000042,BULKINGTON STW,52.4747709,-1.441548877,5959,8500,7,2016
active,UK,UKENMI_ST_TP000041,BROCKHAMPTON STW,51.93186355,-2.07966766,16288,17000,7,2016
active,UK,UKENMI_ST_TP000040,BROADWAY STW,52.03828423,-1.884213486,3716,4500,7,2016
active,UK,UKENMI_ST_TP000039,BRIDGNORTH   STW,52.51659782,-2.393283596,15091,15091,7,2016
active,UK,UKENMI_ST_TP000038,BREDON STW,52.02586438,-2.12749388,2836,3381,7,2016
active,UK,UKENMI_ST_TP000037,BRANTON STW,53.49875779,-1.035938098,21294,24000,7,2016
active,UK,UKENMI_ST_TP000036,BRANCOTE STW,52.79798039,-2.06819583,73800,80000,7,2016
active,UK,UKENMI_ST_TP000035,BRAMCOTE/WOLVEY STW,52.49645925,-1.393107885,2110,3250,7,2016
active,UK,UKENMI_ST_TP000034,BOUGHTON STW,53.20115863,-0.984990207,12091,14000,7,2016
active,UK,UKENMI_ST_TP000033,BOTTESFORD STW,52.94873411,-0.810370647,3894,4250,7,2016
active,UK,UKENMI_ST_TP000032,BLOCKLEY STW,52.02501036,-1.736464877,1982,2400,7,2016
active,UK,UKENMI_ST_TP000031,BLAKENEY STW,51.75220264,-2.448895153,12971,14000,7,2016
active,UK,UKENMI_ST_TP000030,BLACKMINSTER STW,52.10015843,-1.905513886,13633,22000,7,2016
active,UK,UKENMI_ST_TP000029,BISHOPS CASTLE STW,52.48342902,-2.991433293,1853,3000,7,2016
active,UK,UKENMI_ST_TP000028,BILSTHORPE STW,53.14707191,-1.042768706,4531,6000,7,2016
active,UK,UKENMI_ST_TP000027,BIDFORD ON AVON STW,52.15506766,-1.880403585,7464,8000,7,2016
active,UK,UKENMI_ST_TP000026,BELPER STW,53.01659467,-1.487201814,25061,27500,7,2016
active,UK,UKENMI_ST_TP000025,BEESTON STW,52.92310433,-1.19498637,22200,24391,7,2016
active,UK,UKENMI_ST_TP000024,BEDWORTH STW,52.48589839,-1.458490483,9793,11000,7,2016
active,UK,UKENMI_ST_TP000023,BASLOW STW,53.24272228,-1.621614295,4950,6000,7,2016
active,UK,UKENMI_ST_TP000022,BASCHURCH STW,52.77357704,-2.859860229,4668,4668,7,2016
active,UK,UKENMI_ST_TP000021,BARTON-UNDER-NEEDWOOD STW,52.7614019,-1.703150478,6055,6500,7,2016
active,UK,UKENMI_ST_TP000020,BARSTON STW,52.42018034,-1.716178944,65884,70000,7,2016
active,UK,UKENMI_ST_TP000019,BARROW & QUORN STW,52.75843426,-1.171796494,11752,12000,7,2016
active,UK,UKENMI_ST_TP000018,WOLVERHAMPTON (BARNHURST) STW,52.61254009,-2.149132899,146888,170000,7,2016
active,UK,UKENMI_ST_TP000017,MALVERN   STW,52.10233612,-2.297941798,34213,45000,7,2016
active,UK,UKENMI_ST_TP000016,BARLESTONE STW,52.64171624,-1.371888259,2779,3000,7,2016
active,UK,UKENMI_ST_TP000015,BALSALL COMMON STW,52.39796006,-1.675464184,7333,8500,7,2016
active,UK,UKENMI_ST_TP000014,BALDERTON STW,53.04921486,-0.790151689,10856,12000,7,2016
active,UK,UKENMI_ST_TP000013,BAKEWELL STW,53.1861385,-1.636478441,9952,11000,7,2016
active,UK,UKENMI_ST_TP000012,ATHERSTONE STW,52.5798912,-1.53304066,14696,17000,7,2016
active,UK,UKENMI_ST_TP000011,ASTWOOD BANK STW,52.25670871,-1.949865353,2808,3000,7,2016
active,UK,UKENMI_ST_TP000010,ASLOCKTON STW,52.95768604,-0.919392904,13652,16000,7,2016
active,UK,UKENMI_ST_TP000009,ASHBOURNE STW,53.01250991,-1.758368242,22109,20000,7,2016
inactive,UK,UKENMI_ST_TP000008,ASFORDBY STW,52.75997092,-0.956301064,5944,6500,7,2016
active,UK,UKENMI_ST_TP000007,ARMITAGE STW,52.74516172,-1.87079961,6790,7500,7,2016
active,UK,UKENMI_ST_TP000006,ARLEY STW,52.50351384,-1.591746847,3944,7000,7,2016
active,UK,UKENMI_ST_TP000005,ALVECHURCH STW,52.34346603,-1.953731162,9132,9335,7,2016
active,UK,UKENMI_ST_TP000004,ALREWAS STW,52.73369321,-1.732216994,3898,4500,7,2016
active,UK,UKENMI_ST_TP000003,ALFRETON STW,53.10761666,-1.384244947,53519,60000,7,2016
active,UK,UKENMI_ST_TP000002,ALCESTER   STW,52.20800996,-1.86972537,8631,10000,7,2016
active,UK,UKENMI_ST_TP000001,ALBRIGHTON STW,52.63996186,-2.292127469,5608,7500,7,2016
active,UK,UKENAN_AW_TP000330,SWINDERBY STW,53.14600476,-0.64642211,1848,2059,7,2016
active,UK,UKENAN_AW_TP000329,FELTWELL STW,52.48825783,0.502783435,2003,2064,7,2016
active,UK,UKENAN_AW_TP000328,GREAT FINBOROUGH STW,52.18110505,0.952609463,2705,2077,7,2016
active,UK,UKENAN_AW_TP000327,KETTON STW,52.62745924,-0.540289865,1936,2092,7,2016
active,UK,UKENAN_AW_TP000326,STONHAM ASPAL STW,52.1926874,1.111425378,1668,2310,7,2016
active,UK,UKENAN_AW_TP000325,GT BARFORD STW,52.15456181,-0.338002274,2016,2017,7,2016
active,UK,UKENAN_AW_TP000324,WRAGBY STW,53.28703813,-0.313884909,2092,2092,7,2016
active,UK,UKENAN_AW_TP000323,WITTERING STW,52.60380375,-0.444766031,4312,4322,7,2016
active,UK,UKENAN_AW_TP000322,SOUTH KILLINGHOLME STW,53.65253263,-0.254002083,2309,2944,7,2016
active,UK,UKENAN_AW_TP000321,FORNCETT END STW,52.49359207,1.15594861,2914,2914,7,2016
active,UK,UKENAN_AW_TP000319,COWBIT STW,52.75443929,-0.092407057,2097,3300,7,2016
active,UK,UKENAN_AW_TP000317,CRANWELL STW,53.03914246,-0.485898304,3449,6311,7,2016
active,UK,UKENAN_AW_TP000315,RENDLESHAM PARK STW F/E,52.13399822,1.414975774,2342,2347,7,2016
active,UK,UKENAN_AW_TP000314,LAVENHAM STW F/E,52.10237899,0.807615917,2018,2229,7,2016
active,UK,UKENAN_AW_TP000308,"TILBURY STW, TILBURY, ESSEX""",51.45673581,0.378611691,150525,325000,7,2016
active,UK,UKENAN_AW_TP000307,"SOUTHEND SEWAGE WORKS, SOUTHEND ON""",51.5559613,0.710500936,195095,223031,7,2016
active,UK,UKENAN_AW_TP000306,"PITSEA STW, RITSEA MARSH, BASILDON,""",51.55546136,0.504424134,25164,25164,7,2016
active,UK,UKENAN_AW_TP000305,"CANVEY ISLAND STW, CANVEY ISLAND, E""",51.51154114,0.574857139,37137,45810,7,2016
active,UK,UKENAN_AW_TP000304,BENFLEET STW,51.54916766,0.549430098,27762,30529,7,2016
active,UK,UKENAN_AW_TP000303,BASILDON STW,51.58793954,0.50595047,118455,150000,7,2016
active,UK,UKENAN_AW_TP000302,WYTON STW   STW,52.34310913,-0.127044601,2203,4000,7,2016
active,UK,UKENAN_AW_TP000301,WYMONDHAM STW,52.58378965,1.092149325,18370,18370,7,2016
active,UK,UKENAN_AW_TP000300,WORLINGHAM  STW,52.44755169,1.605834464,3978,3978,7,2016
active,UK,UKENAN_AW_TP000299,WOODHAM FERRERS STW,51.64572385,0.60253397,17843,29000,7,2016
active,UK,UKENAN_AW_TP000298,WOODHALL SPA STW,53.15301057,-0.230426715,4765,5157,7,2016
active,UK,UKENAN_AW_TP000297,WOODBRIDGE STW,52.08046796,1.294842131,18283,18283,7,2016
active,UK,UKENAN_AW_TP000296,WITHAM STW,51.79494827,0.646870865,34122,75600,7,2016
active,UK,UKENAN_AW_TP000295,WITCHFORD STW,52.39664449,0.215497004,1947,2092,7,2016
active,UK,UKENAN_AW_TP000294,WITCHAM STW,52.39309697,0.159893578,4435,4787,7,2016
active,UK,UKENAN_AW_TP000293,WISBECH WEST WALTON STW,52.70548688,0.157541116,108181,165098,7,2016
active,UK,UKENAN_AW_TP000292,WINTERINGHAM STW,53.68361048,-0.571584221,9958,11206,7,2016
active,UK,UKENAN_AW_TP000291,WINSLOW STW,51.93233637,-0.887392813,5550,5932,7,2016
active,UK,UKENAN_AW_TP000290,WICKHAM MARKET STW,52.1519775,1.373466475,2626,3000,7,2016
active,UK,UKENAN_AW_TP000289,WICKFORD   STW,51.61551731,0.553306514,40516,40516,7,2016
active,UK,UKENAN_AW_TP000288,WHITTLESEY STW,52.54764099,-0.123584234,15135,15135,7,2016
active,UK,UKENAN_AW_TP000287,WHITE NOTLEY STW,51.83495166,0.595578936,4555,5500,7,2016
active,UK,UKENAN_AW_TP000286,DAVENTRY   STW,52.27775744,-1.09448017,25981,47800,7,2016
active,UK,UKENAN_AW_TP000285,WEYBREAD STW,52.37756105,1.284775649,2920,2920,7,2016
active,UK,UKENAN_AW_TP000284,WETHERSFIELD STW,51.94846956,0.481836925,2741,3076,7,2016
active,UK,UKENAN_AW_TP000283,WEST STOW STW,52.30677363,0.656443517,3171,3600,7,2016
active,UK,UKENAN_AW_TP000282,WEST MERSEA STW,51.77586346,0.937551733,10248,10853,7,2016
active,UK,UKENAN_AW_TP000281,WEST BERGHOLT STW,51.90510045,0.848825965,5186,5231,7,2016
active,UK,UKENAN_AW_TP000280,WELLS-NEXT-THE-SEA STW,52.95933122,0.84486957,4838,6504,7,2016
active,UK,UKENAN_AW_TP000279,WEEDON STW,52.22627293,-1.068486592,2903,3018,7,2016
active,UK,UKENAN_AW_TP000278,WATTON STW,52.56622083,0.782248808,15115,15115,7,2016
active,UK,UKENAN_AW_TP000277,WATLINGTON STW,52.67994861,0.370414727,4376,4410,7,2016
active,UK,UKENAN_AW_TP000276,WATERBEACH STW,52.27570266,0.202100875,6605,6605,7,2016
active,UK,UKENAN_AW_TP000275,WASHINGBOROUGH STW,53.22398736,-0.440260082,3183,3444,7,2016
active,UK,UKENAN_AW_TP000274,WALTON ON THE NAZE STW,51.87335303,1.285306944,22680,26600,7,2016
active,UK,UKENAN_AW_TP000273,WAINFLEET STW,53.11246812,0.226262014,2381,3816,7,2016
active,UK,UKENAN_AW_TP000272,BAR HILL   STW,52.2688558,0.002374265,20734,20734,7,2016
active,UK,UKENAN_AW_TP000271,UPPINGHAM STW,52.58422458,-0.707452465,4318,4935,7,2016
active,UK,UKENAN_AW_TP000270,UPMINSTER   STW,51.55750514,0.315655538,16945,25985,7,2016
active,UK,UKENAN_AW_TP000269,ULCEBY STW,53.62986416,-0.318879678,2086,2216,7,2016
active,UK,UKENAN_AW_TP000268,TUDDENHAM  STW,52.30722639,0.556094851,5500,5500,7,2016
active,UK,UKENAN_AW_TP000267,TOWCESTER STW,52.13360558,-0.953714061,10823,10823,7,2016
active,UK,UKENAN_AW_TP000266,TOLLESBURY STW,51.76278459,0.844810644,2498,2720,7,2016
active,UK,UKENAN_AW_TP000265,TIPTREE STW,51.81557904,0.763306898,10646,11900,7,2016
active,UK,UKENAN_AW_TP000264,THURSTON STW,52.26594875,0.807844142,6378,7500,7,2016
active,UK,UKENAN_AW_TP000263,THORRINGTON STW,51.84529019,1.017289536,6687,7519,7,2016
active,UK,UKENAN_AW_TP000262,THORPENESS STW,52.18527546,1.599643431,2001,3900,7,2016
active,UK,UKENAN_AW_TP000261,THETFORD STW,52.41946597,0.727621419,30491,50000,7,2016
active,UK,UKENAN_AW_TP000260,TEVERSHAM STW,52.20249327,0.207216264,6490,9445,7,2016
active,UK,UKENAN_AW_TP000259,TEMPSFORD STW,52.17714182,-0.295915883,2035,2375,7,2016
active,UK,UKENAN_AW_TP000258,SWINESHEAD STW,52.96085615,-0.174186205,2736,3057,7,2016
active,UK,UKENAN_AW_TP000257,SWARDESTON STW,52.57755764,1.240015987,4912,4912,7,2016
active,UK,UKENAN_AW_TP000256,SWAFFHAM STW,52.62612637,0.7075061,7248,7461,7,2016
active,UK,UKENAN_AW_TP000255,SUTTON BRIDGE STW,52.78607438,0.169430771,16542,18196,7,2016
active,UK,UKENAN_AW_TP000254,SUDBURY STW,52.03718146,0.713875223,15430,15773,7,2016
active,UK,UKENAN_AW_TP000253,STOWMARKET STW,52.18521392,1.008204057,22224,22428,7,2016
active,UK,UKENAN_AW_TP000251,STEEPLE CLAYDON STW,51.94506078,-0.982024148,4046,4046,7,2016
active,UK,UKENAN_AW_TP000250,STANTON STW,52.3247719,0.892762657,5305,5305,7,2016
active,UK,UKENAN_AW_TP000249,STANBRIDGEFORD STW,51.89523436,-0.602793397,14723,14723,7,2016
active,UK,UKENAN_AW_TP000248,STAMFORD STW,52.64564893,-0.418494062,22611,22980,7,2016
active,UK,UKENAN_AW_TP000247,STALHAM STW,52.77333925,1.495352632,9645,9976,7,2016
active,UK,UKENAN_AW_TP000246,ST OSYTH STW,51.77815475,1.050562307,9570,17523,7,2016
active,UK,UKENAN_AW_TP000245,ST NEOTS STW,52.24207484,-0.252081372,40641,40641,7,2016
active,UK,UKENAN_AW_TP000244,ST IVES STW,52.34285551,-0.065000654,15041,31280,7,2016
active,UK,UKENAN_AW_TP000243,SPILSBY STW,53.15831439,0.122266496,4226,7206,7,2016
active,UK,UKENAN_AW_TP000242,SPALDING STW,52.80935774,-0.130984269,81182,81182,7,2016
active,UK,UKENAN_AW_TP000241,SOUTHWOLD STW,52.32924716,1.666196975,9075,10247,7,2016
active,UK,UKENAN_AW_TP000240,SOUTHMINSTER STW,51.65219649,0.832600388,3622,3708,7,2016
active,UK,UKENAN_AW_TP000239,SOUTH HYKEHAM STW,53.17188814,-0.593049505,5410,5410,7,2016
active,UK,UKENAN_AW_TP000238,SOMERSHAM STW,52.37795701,0.003589394,6858,7444,7,2016
active,UK,UKENAN_AW_TP000237,SOHAM STW,52.3454613,0.31957404,13612,14146,7,2016
active,UK,UKENAN_AW_TP000236,SLEAFORD STW,53.01173799,-0.388523046,17796,17796,7,2016
active,UK,UKENAN_AW_TP000235,SKELLINGTHORPE STW,53.24182952,-0.597815047,4565,7600,7,2016
active,UK,UKENAN_AW_TP000234,SISLAND STW,52.54165481,1.454212986,8101,8101,7,2016
active,UK,UKENAN_AW_TP000233,SILVERSTONE STW,52.10357001,-1.02324306,2882,2882,7,2016
active,UK,UKENAN_AW_TP000232,SIBLE HEDINGHAM STW,51.96560514,0.60807325,6576,7033,7,2016
active,UK,UKENAN_AW_TP000231,SHILLINGTON STW,52.00417902,-0.37207411,6323,7863,7,2016
active,UK,UKENAN_AW_TP000230,SHENFIELD STW,51.63795978,0.38687029,44019,49823,7,2016
active,UK,UKENAN_AW_TP000229,SAXLINGHAM STW,52.53090358,1.269582519,2283,2526,7,2016
active,UK,UKENAN_AW_TP000228,SAXILBY STW,53.26355656,-0.671559921,3919,4036,7,2016
active,UK,UKENAN_AW_TP000227,SAWTRY STW,52.42893859,-0.266055422,5780,6000,7,2016
active,UK,UKENAN_AW_TP000226,SAWSTON STW,52.13199477,0.161136455,11459,20000,7,2016
active,UK,UKENAN_AW_TP000225,SANDY STW,52.13698747,-0.302869883,11554,13732,7,2016
active,UK,UKENAN_AW_TP000224,SAFFRON WALDEN STW,52.02475246,0.233554015,16633,20000,7,2016
active,UK,UKENAN_AW_TP000223,RYHALL STW,52.68483989,-0.459538397,2390,2825,7,2016
active,UK,UKENAN_AW_TP000222,ROYSTON STW,52.06323385,-0.024401119,16182,16182,7,2016
active,UK,UKENAN_AW_TP000221,ROCHFORD   STW,51.59532154,0.755110507,31281,42700,7,2016
active,UK,UKENAN_AW_TP000220,REEPHAM  STW,53.26000132,-0.439654747,7630,7635,7,2016
active,UK,UKENAN_AW_TP000219,REEPHAM   STW,52.76094745,1.118153171,4426,5200,7,2016
active,UK,UKENAN_AW_TP000218,RAYNE STW,51.88322769,0.51690936,2950,3286,7,2016
active,UK,UKENAN_AW_TP000217,RAYLEIGH WEST STW,51.61708117,0.593541181,21608,25845,7,2016
active,UK,UKENAN_AW_TP000216,RAYLEIGH EAST STW,51.58268347,0.636216614,20280,32329,7,2016
active,UK,UKENAN_AW_TP000215,RAUNDS STW,52.34149506,-0.563977747,11557,20475,7,2016
active,UK,UKENAN_AW_TP000214,RAMSEY STW,52.45847107,-0.105814541,9323,9781,7,2016
active,UK,UKENAN_AW_TP000213,POTTON STW,52.12256109,-0.218474374,6819,6819,7,2016
active,UK,UKENAN_AW_TP000212,PORINGLAND STW,52.55784809,1.368006769,5391,5391,7,2016
active,UK,UKENAN_AW_TP000211,POPPY HILL STW,52.0344376,-0.265104023,18826,19203,7,2016
active,UK,UKENAN_AW_TP000210,PETERBOROUGH   STW,52.56923553,-0.20166583,204328,204328,7,2016
active,UK,UKENAN_AW_TP000209,PAPWORTH EVERARD STW,52.2586668,-0.125109728,4335,4335,7,2016
active,UK,UKENAN_AW_TP000208,OVER STW,52.31885396,0.03262648,12455,12455,7,2016
active,UK,UKENAN_AW_TP000207,OUNDLE STW,52.49539438,-0.471028442,6005,6140,7,2016
active,UK,UKENAN_AW_TP000206,OLNEY STW,52.16509931,-0.704453159,8640,8640,7,2016
active,UK,UKENAN_AW_TP000205,OLDHURST STW,52.38266123,-0.098834244,4692,4997,7,2016
active,UK,UKENAN_AW_TP000204,OLD LEAKE-SKIPMARSH LANE STW,53.03079574,0.069901055,2405,2597,7,2016
