"rcaID","rptMStateKey","rcaState","rcaCode","rcaName","rcaType","rcaSensitiveArea","rcaDateArt58","rcaParameterN","rcaParameterP","rcaParameterOther","rcaDateDesignation","rcaANitro","rcaAPhos","rcaB","rcaC","rcaCRelevantDirective","rcaMorphology","rcaHydrologie","rcaHydraulic","rcaAbsenceRisk","rcaDateArt54","rcaArt54Applied"
995,"ES",106,"ESCM535","CATCHMENT OF EMBALSE DE FLIX",98,1584,,False,False,False,10/07/2006,False,True,False,False," ",False,False,False,False,,False
996,"ES",106,"ESCM536","EMBALSE DE AMADORIO",98,1585,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
997,"ES",106,"ESCM537","EMBALSE DE GUADALEST",98,1586,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
998,"ES",106,"ESCM538","EMBALSE DE TOUS",98,1587,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
999,"ES",106,"ESCM539","EMBALSE DE TIBI",98,1588,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1000,"ES",106,"ESCM540","EMBALSE DE BENIARRES",98,1589,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1001,"ES",106,"ESCM541","EMBALSE DE BUSEO",98,1590,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1002,"ES",106,"ESCM542","EMBALSE DE FORATA",98,1591,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1003,"ES",106,"ESCM543","EMBALSE DE REGAJO",98,1592,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1004,"ES",106,"ESCM544","EMBALSE DE MARIA CRISTINA",98,1593,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1005,"ES",106,"ESCM545","EMBALSE DE BELLUS",98,1594,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1006,"ES",106,"ESCM546","EMBALSE DE BORBOLLON",98,1595,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1007,"ES",106,"ESCM547","EMBALSE DE ARROCAMPO",98,1596,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1008,"ES",106,"ESCM548","EMBALSE DE VALDECANAS",98,1597,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1009,"ES",106,"ESCM549","EMBALSE DE TORREJON-TAJO",98,1598,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1010,"ES",106,"ESCM550","EMBALSE DE TORREJON-TIETAR",98,1599,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1011,"ES",106,"ESCM551","EMBALSE DE JERTE - PLASENCIA",98,1600,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1012,"ES",106,"ESCM552","EMBALSE DE ALCANTARA 2",98,1601,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1013,"ES",106,"ESCM553","EMBALSE DE GUADILOBA",98,1602,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1014,"ES",106,"ESCM554","EMBALSE DE SALOR",98,1603,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1015,"ES",106,"ESCM555","EMBALSE DE CEDILLO",98,1604,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1016,"ES",106,"ESCM556","EMBALSE DE VALDEOBISPO",98,1605,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1017,"ES",106,"ESCM557","EMBALSE DE PORTAJE",98,1606,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1018,"ES",106,"ESCM558","EMBALSE DE BROVALES",98,1607,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1019,"ES",106,"ESCM559","EMBALSE DE VALUENGO",98,1608,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1020,"ES",106,"ESCM560","EMBALSE DE ALANGE",98,1609,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1021,"ES",106,"ESCM561","EMBALSE DE PIEDRA AGUDA",98,1610,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1022,"ES",106,"ESCM562","EMBALSE DE PROSERPINA",98,1611,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1023,"ES",106,"ESCM563","EMBALSE DE CORNALBO",98,1612,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1024,"ES",106,"ESCM564","EMBALSE DE VILLAR DEL REY",98,1613,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1025,"ES",106,"ESCM565","EMBALSE DE ORELLANA",98,1614,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1026,"ES",106,"ESCM566","CATCHMENT OF EMBALSE DE LAS CONCHAS",98,1615,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1027,"ES",106,"ESCM567","CATCHMENT OF EMBALSE DE BELESAR",98,1616,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1028,"ES",106,"ESCM568","CATCHMENT OF EMBALSE DE FRIEIRA",98,1617,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1029,"ES",106,"ESCM569","CATCHMENT OF EMBALSE DE GONZALEZ LACASA",98,1618,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1030,"ES",106,"ESCM570","CATCHMENT OF EMBALSE DE MANSILLA",98,1619,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1031,"ES",106,"ESCM571","CATCHMENT OF EMBALSE DE PAJARES",98,1620,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1032,"ES",106,"ESCM572","EMBALSE DE CASTREJON",98,1621,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1033,"ES",106,"ESCM573","EMBALSE DE CAZALEGAS",98,1622,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1034,"ES",106,"ESCM574","EMBALSE DE PINILLA",98,1623,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1035,"ES",106,"ESCM575","EMBALSE DE RIOSEQUILLO",98,1624,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1036,"ES",106,"ESCM576","EMBALSE DE PUENTES VIEJAS",98,1625,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1037,"ES",106,"ESCM577","EMBALSE DE EL VILLAR",98,1626,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1038,"ES",106,"ESCM578","EMBALSE DE EL ATAZAR",98,1627,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1039,"ES",106,"ESCM579","EMBALSE DE MIRAFLORES",98,1407,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1040,"ES",106,"ESCM580","EMBALSE DE EL VELLON O PEDREZUELA",98,1628,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1041,"ES",106,"ESCM581","EMBALSE DE MANZANARES EL REAL O SANTILLANA",98,1629,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1042,"ES",106,"ESCM582","EMBALSE DE NAVACERRADA",98,1630,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1043,"ES",106,"ESCM583","EMBALSE DE NAVALMEDIO",98,1408,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1044,"ES",106,"ESCM584","EMBALSE DE LA JAROSA",98,1631,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1045,"ES",106,"ESCM585","EMBALSE DE VALMAYOR",98,1632,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1046,"ES",106,"ESCM586","EMBALSE DE SAN JUAN",98,1633,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1047,"ES",106,"ESCM587","EMBALSE DE PICADAS",98,1634,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1048,"ES",106,"ESCM588","EMBALSE DE EL PARDO",98,1635,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1049,"ES",106,"ESCM589","CATCHMENT OF EMBALSE DE ARGOS",98,1636,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1050,"ES",106,"ESCM590","EMBALSE DE ULLIVARRI",98,1637,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1051,"ES",106,"ESCM591","EMBALSE DE URRUNAGA",98,1638,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1052,"ES",106,"ESCM592","EMBALSE DE LOS HURONES",98,1639,,False,False,False,25/10/2005,False,True,False,False," ",False,False,False,False,,False
1053,"ES",106,"ESCM593","EMBALSE DE BORNOS",98,1640,,False,False,False,25/10/2005,False,True,False,False," ",False,False,False,False,,False
1054,"ES",106,"ESCM594","EMBALSE DE ARCOS",98,1641,,False,False,False,25/10/2005,False,True,False,False," ",False,False,False,False,,False
1055,"ES",106,"ESCM595","EMBALSE DE BEAS",98,1642,,False,False,False,25/10/2005,False,True,False,False," ",False,False,False,False,,False
1056,"ES",106,"ESCM596","EMBALSE DE GUADALHORCE",98,1643,,False,False,False,25/10/2005,False,True,False,False," ",False,False,False,False,,False
1057,"ES",106,"ESCM597","EMBALSE DE GUADALTEBA",98,1644,,False,False,False,25/10/2005,False,True,False,False," ",False,False,False,False,,False
1058,"ES",106,"ESCM598","CATCHMENT OF LA MUGA. EMBALSE DE BOADELLA",98,1645,,False,False,False,12/06/2006,True,True,False,False," ",False,False,False,False,,False
1059,"ES",106,"ESCM599","CATCHMENT OF EL TER. EMBALSE DE SAU",98,1646,,False,False,False,12/06/2006,True,True,False,False," ",False,False,False,False,,False
1060,"ES",106,"ESCM600","CATCHMENT OF EMBALSE DE SUSQUEDA",98,1647,,False,False,False,12/06/2006,True,True,False,False," ",False,False,False,False,,False
1061,"ES",106,"ESCM601","CATCHMENT OF EL LLOBREGAT. EMBALSE DE LA BAELLS",98,1648,,False,False,False,12/06/2006,True,True,False,False," ",False,False,False,False,,False
1062,"ES",106,"ESCM602","CATCHMENT OF EL LLOBREGAT. EMBALSE DE LA LLOSA DEL CAVALL",98,1649,,False,False,False,12/06/2006,True,True,False,False," ",False,False,False,False,,False
1063,"ES",106,"ESCM603","CATCHMENT OF EL LLOBREGAT. EMBALSE DE SANT PON�A",98,1650,,False,False,False,12/06/2006,True,True,False,False," ",False,False,False,False,,False
1064,"ES",106,"ESCM604","CATCHMENT OF EL FOIX. EMBALSE DEL FOIX",98,1651,,False,False,False,12/06/2006,True,True,False,False," ",False,False,False,False,,False
1065,"ES",106,"ESCM605","EMBALSE DE GORCH-BLAU",98,1652,,False,False,False,29/05/2003,False,False,True,False,"75/440/CEE NITRATOS",False,False,False,False,,False
1066,"ES",106,"ESCM606","EMBALSE DE CUBER",98,1653,,False,False,False,29/05/2003,False,False,True,False,"75/440/CEE NITRATOS",False,False,False,False,,False
1067,"ES",106,"ESCM607","EMBALSE DE IBAI-EDER",98,1654,,False,False,False,15/09/2004,False,False,True,False," ",False,False,False,False,,False
1068,"ES",106,"ESCM608","EMBALSE DE URKULU",98,1655,,False,False,False,15/09/2004,False,False,True,False," ",False,False,False,False,,False
1069,"ES",106,"ESCM609","EMBALSE DE AIXOLA",98,1656,,False,False,False,15/09/2004,False,False,True,False," ",False,False,False,False,,False
1070,"ES",106,"ESCM610","EMBALSE DE BARRENDIOLA",98,1657,,False,False,False,15/09/2004,False,False,True,False," ",False,False,False,False,,False
1071,"ES",106,"ESCM611","EMBALSE DE EL MILAGRO",98,1658,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1072,"ES",106,"ESCM612","EMBALSE DEL CHARCO DEL CURA",98,1659,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1073,"ES",106,"ESCM613","EMBALSE DE ALCORA",98,1660,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1074,"ES",106,"ESCM614","EMBALSE DE ESPINAR",98,1661,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1075,"ES",106,"ESCM615","EMBALSE DE TEJO",98,1662,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1076,"ES",106,"ESCM616","EMBALSE DE FUENTES CLARAS",98,1663,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1077,"ES",106,"ESCM617","EMBALSE LAS COGOTAS",98,1664,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1078,"ES",106,"ESCM618","CATCHMENT OF EMBALSE DE BALAGUER",98,1665,,False,False,False,10/07/2006,False,True,False,False," ",False,False,False,False,,False
1079,"ES",106,"ESCM619","EMBALSE DE ZALAMEA",98,1666,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1080,"ES",106,"ESCM620","FRENTE LITORAL DEL P N DEL PRAT DE CABANES - TORRE",98,1247,,False,False,False,05/09/2002,False,True,False,True,"76/160/CEE",False,False,False,False,,False
1081,"ES",106,"ESCM621","BAHIA DE BENICASSIM - CASTELLON DE LA PLANA",98,1248,,False,False,False,05/09/2002,False,True,False,True,"76/160/CEE",False,False,False,False,,False
1082,"ES",106,"ESCM622","FRENTE LITORAL DEL PARQUE NATURAL DE L'ALBUFERA",98,1249,,False,False,False,05/09/2002,False,True,False,True,"76/160/CEE",False,False,False,False,,False
1083,"ES",106,"ESCM623","FRENTE LITORAL DEL PARQUE NATURAL DE MONTGO",98,1250,,False,False,False,05/09/2002,False,True,False,True,"76/160/CEE",False,False,False,False,,False
1084,"ES",106,"ESCM624","FRENTE LITORAL DEL PN DEL PENYAL D'IFAC",98,1251,,False,False,False,05/09/2002,False,True,False,True,"76/160/CEE",False,False,False,False,,False
1085,"ES",106,"ESCM625","FRENTE LITORAL DEL PN DE LAS SALINAS DE SANTA POLA",98,1252,,False,False,False,05/09/2002,False,True,False,True,"76/160/CEE",False,False,False,False,,False
1086,"ES",106,"ESCM626","CATCHMENT OF RIA DE PONTEVEDRA",98,1253,,False,False,False,30/05/2001,False,False,False,True,"76/160/CEE",False,False,False,False,,False
1087,"ES",106,"ESCM627","CATCHMENT OF MAR MENOR",98,1254,,False,False,False,23/06/2001,False,True,False,False," ",False,False,False,False,,False
1088,"ES",106,"ESCM628","CATCHMENT OF LIC MAR DE LAS CALMAS (EL HIERRO)",98,1255,,False,False,False,04/02/2004,False,False,False,True," ",False,False,False,False,,False
1089,"ES",106,"ESCM629","CATCHMENT OF LIC FRANJA MARINA VALLE GRAN REY (LA GOMERA)",98,1256,,False,False,False,04/02/2004,False,False,False,True," ",False,False,False,False,,False
1090,"ES",106,"ESCM630","LIC CHARCO DEL CONDE (LA GOMERA)",98,1257,,False,False,False,04/02/2004,False,False,False,True," ",False,False,False,False,,False
1091,"ES",106,"ESCM631","LIC CHARCO DEL CIENO (LA GOMERA)",98,1258,,False,False,False,04/02/2004,False,False,False,True," ",False,False,False,False,,False
1092,"ES",106,"ESCM632","LIC FRANJA MARINA DE FUENCALIENTE (LA PALMA)",98,1259,,False,False,False,04/02/2004,False,False,False,True," ",False,False,False,False,,False
1093,"ES",106,"ESCM633","LIC FRANJA MARINA TENO-RASCA (TENERIFE)",98,1260,,False,False,False,04/02/2004,False,False,False,True," ",False,False,False,False,,False
1094,"ES",106,"ESCM634","LIC LOS SEBADALES DE LA GRACIOSA (LANZAROTE)",98,1261,,False,False,False,04/02/2004,False,False,False,True," ",False,False,False,False,,False
1095,"ES",106,"ESCM635","LIC LOS SEBADALES DE GUASIMETA (LANZAROTE)",98,1262,,False,False,False,04/02/2004,False,False,False,True," ",False,False,False,False,,False
1096,"ES",106,"ESCM636","BAHIA DE CULLERA",98,1263,,False,False,False,05/09/2002,False,True,False,True,"76/160/CEE",False,False,False,False,,False
1097,"ES",106,"ESCM637","ESTUARIO DEL BUTROE",98,1264,,False,False,False,15/09/2004,True,False,False,False," ",False,False,False,False,,False
1098,"ES",106,"ESCM638","ESTUARIO DEL OKA",98,1265,,False,False,False,15/09/2004,True,False,False,False," ",False,False,False,False,,False
1099,"ES",106,"ESCM639","ESTUARIO DEL LEA",98,1266,,False,False,False,15/09/2004,True,False,False,False," ",False,False,False,False,,False
1100,"ES",106,"ESCM640","ESTUARIO DEL INURRTIZIA",98,1267,,False,False,False,15/09/2004,True,False,False,False," ",False,False,False,False,,False
1101,"ES",106,"ESCM641","ESTUARIO DE OIARTZUN",98,1268,,False,False,False,15/09/2004,True,False,False,False," ",False,False,False,False,,False
1102,"ES",106,"ESCM642","ESTUARIO DEL BIDASOA EN CAPV",98,1269,,False,False,False,15/09/2004,True,False,False,False," ",False,False,False,False,,False
1103,"ES",106,"ESCM643","LIC PLAYA DEL MATORRAL (FUERTEVENTURA)",98,1270,,False,False,False,04/02/2004,False,False,False,True," ",False,False,False,False,,False
1104,"ES",106,"ESCM644","LIC PLAYAS DE SOTAVENTO DE JANDIA",98,1271,,False,False,False,04/02/2004,False,False,False,True," ",False,False,False,False,,False
1105,"ES",106,"ESCM645","LIC SEBADALES DE CORRALEJO (FUERTEVENTURA)",98,1272,,False,False,False,04/02/2004,False,False,False,True," ",False,False,False,False,,False
1106,"ES",106,"ESCM646","MARISMAS DE SANTO�A",98,1273,,False,False,False,31/07/2001,False,False,False,True,"76/160/CEE",False,False,False,False,,False
1107,"ES",106,"ESCM647","MARISMAS DE VICTORIA",98,1274,,False,False,False,31/07/2001,False,False,False,True,"76/160/CEE",False,False,False,False,,False
1108,"ES",106,"ESCM648","MARISMAS DE JOYEL",98,1275,,False,False,False,31/07/2001,False,False,False,True,"76/160/CEE",False,False,False,False,,False
1109,"ES",106,"ESCM649","ALBUFERA DE SON BOU (MENORCA)",98,1276,,False,False,False,29/05/2003,False,True,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1110,"ES",106,"ESCM650","LA ISLA, LAGUNA LA COLGADA, OSSA DE MONTIEL, ALBACETE",98,1409,,False,False,False,28/07/2006,False,False,False,True,"DIRECTIVA DEL CONSEJO DE 8 DE DICIEMBRE DE 1975 RELATIVA A LA CALIDAD DE LAS AGUAS DE BAñO (76/160/CEE)",False,False,False,False,,False
1111,"ES",106,"ESCM651","LA NOGUERA, LAGUNA LA SALVADORA, OSSA DE MONTIEL, ALBACETE",98,1410,,False,False,False,28/07/2006,False,False,False,True,"DIRECTIVA DEL CONSEJO DE 8 DE DICIEMBRE DE 1975 RELATIVA A LA CALIDAD DE LAS AGUAS DE BAñO (76/160/CEE)",False,False,False,False,,False
1112,"ES",106,"ESCM652","LAGUNA LA REDONDILLA, OSSA DE MONTIEL. ALBACETE",98,1411,,False,False,False,28/07/2006,False,False,False,True,"DIRECTIVA DEL CONSEJO DE 8 DE DICIEMBRE DE 1975 RELATIVA A LA CALIDAD DE LAS AGUAS DE BAñO (76/160/CEE)",False,False,False,False,,False
1113,"ES",106,"ESCM653","PLAYA DE GARIJO, LAGUNA DE SAN PEDRO, OSSA DE MONTIEL. ALBACETE",98,1412,,False,False,False,28/07/2006,False,False,False,True,"DIRECTIVA DEL CONSEJO DE 8 DE DICIEMBRE DE 1975 RELATIVA A LA CALIDAD DE LAS AGUAS DE BAñO (76/160/CEE)",False,False,False,False,,False
1114,"ES",106,"ESCM654","LAGUNA DEL REY. ARGAMASILLA DE ALBA/RUIDERA",98,1427,,False,False,False,28/07/2006,False,False,False,True,"DIRECTIVA DEL CONSEJO DE 8 DE DICIEMBRE DE 1975, RELATIVA A LA CALIDAD DE LAS AGUAS DE BAñO (76/160/CEE).",False,False,False,False,,False
1115,"ES",106,"ESCM655","EL HONDO DE ELCHE-CREVILLENTE",98,1428,,False,False,False,28/07/2006,False,True,False,False," ",False,False,False,False,,False
1116,"ES",106,"ESCM656","ALBUFERA",98,1429,,False,False,False,28/07/2006,False,True,False,True," 76/160/CEE",False,False,False,False,,False
1117,"ES",106,"ESCM657","MARJAL DE CABANES",98,1430,,False,False,False,28/07/2006,False,True,False,True," 76/160/CEE",False,False,False,False,,False
1118,"ES",106,"ESCM658","MARJAL DE PEGO-OLIVA",98,1431,,False,False,False,28/07/2006,False,True,False,True," ",False,False,False,False,,False
1119,"ES",106,"ESCM659","LAGUNAS DE SANTA POLA",98,1277,,False,False,False,28/07/2006,False,True,False,True,"76/160/CEE",False,False,False,False,,False
1120,"ES",106,"ESCM660","CATCHMENT OF LAGO DE BANYOLES",98,1432,,False,False,False,12/06/2006,True,True,False,False," ",False,False,False,False,,False
1121,"ES",106,"ESCM661","S'ESTANY PUDENT (FORMENTERA)",98,1278,,False,False,False,29/05/2003,False,True,False,False," ",False,False,False,False,,False
1122,"ES",106,"ESCM662","S'ESTANY DES PEIX (FORMENTERA)",98,1279,,False,False,False,29/05/2003,False,True,False,False," ",False,False,False,False,,False
1123,"ES",106,"ESCM663","ESTANYS DE SA SAL ROSSA (IBIZA)",98,1280,,False,False,False,29/05/2003,False,True,False,False," ",False,False,False,False,,False
1124,"ES",106,"ESCM664","SES SALINES - STANYS DES CAVALLET (IBIZ",98,1281,,False,False,False,29/05/2003,False,True,False,False," ",False,False,False,False,,False
1125,"ES",105,"ESCM665","ALBUFERA DE MERCADAL (MENORCA)",98,1282,,False,False,False,29/05/2003,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1126,"ES",105,"ESCM666","ALBUFERA DE FORNELLS (MENORCA)",98,1283,,False,False,False,29/05/2003,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1127,"ES",106,"ESCM667","ES SALOBRAR DE CAMPOS (MALLORCA)",98,1433,,False,False,False,29/05/2003,False,True,False,False," ",False,False,False,False,,False
1128,"ES",106,"ESCM668","LA PRESA DE LA ENCANTADORA",98,1667,,False,False,False,04/02/2004,False,False,True,False," ",False,False,False,False,,False
1129,"ES",106,"ESCM669","FRANJA COSTERA PARQUE NACIONAL TIMANFAYA",98,1284,,False,False,False,04/02/2004,False,False,False,True," ",False,False,False,False,,False
1130,"ES",106,"ESCM670","SITIO DE INTERES CIENTIFICO DE JANUBIO",98,1285,,False,False,False,04/02/2004,False,False,False,True," ",False,False,False,False,,False
1131,"ES",106,"ESCM671","EL CHARCO DE SAN GINES",98,1286,,False,False,False,04/02/2004,False,True,False,False," ",False,False,False,False,,False
1132,"ES",106,"ESCM672","LA CHARCA DE MASPALOMAS",98,1287,,False,False,False,04/02/2004,False,True,False,False," ",False,False,False,False,,False
1133,"ES",106,"ESCM673","BAHIA INTERIOR DE LA PLAYA DE LAS CANTERAS",98,1288,,False,False,False,04/02/2004,False,False,False,True," ",False,False,False,False,,False
1134,"ES",106,"ESCM674","PLAYA D'ES PUJOL (FORMENTERA)",98,1289,,False,False,False,29/05/2003,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1135,"ES",106,"ESCM675","PLAYA DE MIGJORN (FORMENTERA)",98,1290,,False,False,False,29/05/2003,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1136,"ES",106,"ESCM676","CALA LLONGA (IBIZA)",98,1291,,False,False,False,29/05/2003,True,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1137,"ES",106,"ESCM677","CALA VEDELLA (IBIZA)",98,1292,,False,False,False,29/05/2003,False,True,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1138,"ES",106,"ESCM678","BAHIA DE PORTMANY",98,1293,,False,False,False,29/05/2003,False,True,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1139,"ES",106,"ESCM679","CALA DE SANT VICENC (IBIZA)",98,1294,,False,False,False,29/05/2003,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1140,"ES",106,"ESCM680","CALA LLENYA (IBIZA)",98,1295,,False,False,False,29/05/2003,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1141,"ES",106,"ESCM681","ES CANAR (IBIZA)",98,1296,,False,False,False,29/05/2003,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1142,"ES",106,"ESCM682","BAHIA DE TALAMANCA (IBIZA)",98,1297,,False,False,False,29/05/2003,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1143,"ES",106,"ESCM683","PLAYA D'EN BOSSA - FIGUERETES",98,1298,,False,False,False,29/05/2003,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1144,"ES",106,"ESCM684","ES CODOLAR (IBIZA) (SE HA DELIMITADO LA PLAYA)",98,1299,,False,False,False,29/05/2003,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1145,"ES",106,"ESCM685","ES JONDAL (IBIZA)",98,1300,,False,False,False,29/05/2003,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1146,"ES",106,"ESCM686","PORT DES PORROIG (IBIZA)",98,1301,,False,False,False,29/05/2003,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1147,"ES",106,"ESCM687","CALA BASSA (IBIZA)",98,1302,,False,False,False,29/05/2003,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1148,"ES",106,"ESCM688","ES PORTITXOL (IBIZA)",98,1303,,False,False,False,29/05/2003,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1149,"ES",106,"ESCM689","BAHIA DEL PORT DE SANT MIQUEL Y BENIARRAS (IBIZA)",98,1304,,False,False,False,29/05/2003,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1150,"ES",106,"ESCM690","XARRACA (IBIZA)",98,1305,,False,False,False,29/05/2003,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1151,"ES",106,"ESCM691","CALA DE PORTINATX (IBIZA)",98,1306,,False,False,False,29/05/2003,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1152,"ES",106,"ESCM692","BAHIA DE FORNELLS",98,1307,,False,False,False,29/05/2003,False,True,False,False," ",False,False,False,False,,False
1153,"ES",106,"ESCM693","BAHIA D'ES GRAU (MENORCA)",98,1308,,False,False,False,29/05/2003,False,True,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
1154,"ES",106,"ESCM694","CALA SANT ESTEVE (MENORCA)",98,1309,,False,False,False,29/05/2003,False,True,False,False," ",False,False,False,False,,False
1155,"ES",106,"ESCM695","CALA CANUTELLS (MENORCA)",98,1310,,False,False,False,29/05/2003,False,True,False,False," ",False,False,False,False,,False
