"aggID","aggState","repID","aggCode","aggName","aggInhabitantsConnectedIAS","aggInhabitantsWithoutTreatment","aggRemarks"
15585,106,498,"ROAG_118101","MAGHERANI",0,680,"NULL"
15586,106,498,"ROAG_118478_02","MAGHERUS",0,131,"NULL"
15587,106,498,"ROAG_1222_06","MAGINA",0,496,"NULL"
15588,106,498,"ROAG_4375_08","MAGURA",0,20,"NULL"
15589,106,498,"ROAG_8167_03","MAHACENI",0,274,"NULL"
15590,106,498,"ROAG_116876_05","MAIAD",0,453,"NULL"
15591,106,498,"ROAG_119162_02","MAIORESTI",0,223,"NULL"
15592,106,498,"ROAG_119983_01","MALAESTI",0,3,"NULL"
15593,106,498,"ROAG_144740_02","MALANCRAV",0,1102,"NULL"
15594,106,498,"ROAG_120389_07","MALEA",0,48,"NULL"
15595,106,498,"ROAG_144802_02","MANDRA",0,372,"NULL"
15596,106,498,"ROAG_115398_07","MARASESTI",0,337,"NULL"
15597,106,498,"ROAG_7053_02","MARGINENI",0,63,"NULL"
15598,106,498,"ROAG_143628","MEDIAS",0,459,"NULL"
15599,106,498,"ROAG_85993_01","MEDISORU MARE",0,144,"NULL"
15600,106,498,"ROAG_83856_06","MEDISORU MIC",0,46,"NULL"
15601,106,498,"ROAG_117122_03","MERISOR",0,187,"NULL"
15602,106,498,"ROAG_89570_10","MERMEZEU-VALENI",0,27,"NULL"
15603,106,498,"ROAG_5586","METES",0,2860,"NULL"
15604,106,498,"ROAG_118218","MICA",0,544,"NULL"
15605,106,498,"ROAG_145006","MICASASA",0,1334,"NULL"
15606,106,498,"ROAG_1801_01","MICOSLACA",0,291,"NULL"
15607,106,498,"ROAG_118290","MIERCUREA NIRAJUL",0,1772,"NULL"
15608,106,498,"ROAG_144937","MIERCUREA SIBIULUI",0,1736,"NULL"
15609,106,498,"ROAG_145676_04","MIGHINDOALA",0,3,"NULL"
15610,106,498,"ROAG_119215_01","MIHAI VITEAZU",0,322,"NULL"
15611,105,498,"ROAG_55286","MIHAI VITEAZU",0,0,"NULL"
15612,106,498,"ROAG_85993_13","MIHAILENI",0,420,"NULL"
15613,106,498,"ROAG_5719","MIHALT",0,3051,"NULL"
15614,106,498,"ROAG_118389","MIHESU DE CAMPIE",0,1508,"NULL"
15615,106,498,"ROAG_33890","MILAS",0,1286,"NULL"
15616,106,498,"ROAG_10462_01","MILOVA",0,579,"NULL"
15617,106,498,"ROAG_5764","MIRASLAU",0,1985,"NULL"
15618,106,498,"ROAG_117435_01","MIRIGIOAIA",0,30,"NULL"
15619,106,498,"ROAG_120085_04","MITRESTI",0,365,"NULL"
15620,106,498,"ROAG_118389_06","MOGOAIA",0,14,"NULL"
15621,106,498,"ROAG_117122_04","MOISA",0,282,"NULL"
15622,106,498,"ROAG_58730","MOLDOVENESTI",0,3317,"NULL"
15623,106,498,"ROAG_33961","MONOR",0,1390,"NULL"
15624,106,498,"ROAG_119162_01","MORARENI",0,375,"NULL"
15625,106,498,"ROAG_84834_05","MORARENI",0,743,"NULL"
15626,106,498,"ROAG_119901_06","MORESTI",0,793,"NULL"
15627,106,498,"ROAG_119251_04","MORUT",0,95,"NULL"
15628,106,498,"ROAG_145113","MOSNA",0,2375,"NULL"
15629,106,498,"ROAG_118290_01","MOSUNI",0,274,"NULL"
15630,106,498,"ROAG_145970_01","MOTIS",0,511,"NULL"
15631,106,498,"ROAG_1464_08","MOTORASTI",0,75,"NULL"
15632,106,498,"ROAG_85136","MUGENI",0,3491,"NULL"
15633,106,498,"ROAG_1703_04","MUGESTI",0,118,"NULL"
15634,106,498,"ROAG_2924_02","MUNCELU",0,347,"NULL"
15635,106,498,"ROAG_117186_06","MURA MARE",0,36,"NULL"
15636,106,498,"ROAG_117186_05","MURA MICA",0,37,"NULL"
15637,106,498,"ROAG_120263_02","MURENI",0,346,"NULL"
15638,106,498,"ROAG_114989_08","MURGESTI",0,537,"NULL"
15639,106,498,"ROAG_115717_04","NADASA",0,243,"NULL"
15640,106,498,"ROAG_87433_07","NADASTIA DE JOS",0,288,"NULL"
15641,106,498,"ROAG_87433_06","NADASTIA DE SUS",0,298,"NULL"
15642,106,498,"ROAG_118478","NADES",0,1207,"NULL"
15643,106,498,"ROAG_9636","NADLAC",0,6584,"NULL"
15644,106,498,"ROAG_87585_03","NALATVAD",0,328,"NULL"
15645,106,498,"ROAG_118067_02","NEAGRA",0,513,"NULL"
15646,106,498,"ROAG_115398_02","NEGRENII DE CAMPI",0,147,"NULL"
15647,106,498,"ROAG_145113_02","NEMSA",0,593,"NULL"
15648,106,498,"ROAG_12787_02","NEUDORF",0,926,"NULL"
15649,106,498,"ROAG_12581_02","NICOLAE BALCESCU",0,247,"NULL"
15650,106,498,"ROAG_85993_07","NICOLENI",0,51,"NULL"
15651,106,498,"ROAG_119000_01","NIMA RICIULUI",0,200,"NULL"
15652,106,498,"ROAG_6057","NOSLAC",0,1661,"NULL"
15653,106,498,"ROAG_144740_03","NOU SASESC",0,328,"NULL"
15654,106,498,"ROAG_84479_02","NUTENI",0,128,"NULL"
15655,106,498,"ROAG_117836_05","OARBA DE MURES",0,132,"NULL"
15656,106,498,"ROAG_119000_10","OBARSIE",0,3,"NULL"
15657,106,498,"ROAG_85350_01","OCNA DE JOS",0,1537,"NULL"
15658,106,498,"ROAG_85350_02","OCNA DE SUS",0,1376,"NULL"
15659,106,498,"ROAG_1801","OCNA MURES",217,3587,"NULL"
15660,106,498,"ROAG_143860","OCNA SIBIULUI",0,2909,"NULL"
15661,106,498,"ROAG_83142","ODORHEIU SECUIESC",0,3083,"NULL"
15662,106,498,"ROAG_10462_04","ODVOS",0,422,"NULL"
15663,106,498,"ROAG_118584","OGRA",0,1606,"NULL"
15664,106,498,"ROAG_87433_02","OHABA STREIULUI",0,121,"NULL"
15665,106,498,"ROAG_4375_04","OIEJDEA",0,806,"NULL"
15666,106,498,"ROAG_87647","ORASTIE",0,2187,"NULL"
15667,106,498,"ROAG_90351","ORASTIOARA DE SUS",0,2079,"NULL"
15668,106,498,"ROAG_115398_09","OROIU",0,320,"NULL"
15669,106,498,"ROAG_116448_02","OROSIA",0,167,"NULL"
15670,106,498,"ROAG_117328_04","ORSOVA",0,689,"NULL"
15671,106,498,"ROAG_117328_06","ORSOVA-PADURE",0,156,"NULL"
15672,106,498,"ROAG_10015_01","OSTROV",0,218,"NULL"
15673,106,498,"ROAG_83204_05","OTENI",0,238,"NULL"
15674,106,498,"ROAG_117122_01","PACURENI",0,252,"NULL"
15675,106,498,"ROAG_119769_01","PADUREA",0,107,"NULL"
15676,106,498,"ROAG_117186_01","PADURENI",0,460,"NULL"
15677,106,498,"ROAG_145612_04","PADURENI",0,3,"NULL"
15678,106,498,"ROAG_1222_07","PAGIDA",0,133,"NULL"
15679,106,498,"ROAG_117122_02","PAINGENI",0,408,"NULL"
15680,106,498,"ROAG_84834_04","PALTINIS",0,455,"NULL"
15681,106,498,"ROAG_7357_01","PANADE",0,605,"NULL"
15682,106,498,"ROAG_118708","PANET",0,3684,"NULL"
15683,106,498,"ROAG_119000_13","PARAU CRUCII",0,147,"NULL"
15684,106,498,"ROAG_1945_05","PARAU GRUIULUI",0,253,"NULL"
15685,106,498,"ROAG_117569_04","PARAU MARE",0,337,"NULL"
15686,106,498,"ROAG_11851_02","PARNESTI",0,167,"NULL"
15687,106,498,"ROAG_145239","PAUCA",0,618,"NULL"
15688,106,498,"ROAG_144312_01","PAUCEA",0,435,"NULL"
15689,106,498,"ROAG_116947_01","PAUCISOARA",0,203,"NULL"
15690,106,498,"ROAG_84834_01","PAULENI",0,207,"NULL"
15691,106,498,"ROAG_117328_05","PAULOAIA",0,265,"NULL"
15692,106,498,"ROAG_11593","PECICA",0,10365,"NULL"
15693,106,498,"ROAG_117186_02","PERIS",0,1864,"NULL"
15694,106,498,"ROAG_1464_02","PESTE VALEA BISTR",0,31,"NULL"
15695,106,498,"ROAG_86829_01","PESTISU MARE",0,1144,"NULL"
15696,106,498,"ROAG_115398_11","PETEA",0,215,"NULL"
15697,106,498,"ROAG_8103_03","PETELCA",0,149,"NULL"
15698,106,498,"ROAG_118806","PETELEA",0,2683,"NULL"
15699,106,498,"ROAG_145676_02","PETIS",0,49,"NULL"
15700,106,498,"ROAG_58927","PETRESTII DE JOS",0,1512,"NULL"
15701,106,498,"ROAG_116448_01","PETRILACA",0,559,"NULL"
15702,106,498,"ROAG_117186_08","PETRILACA DE MURE",0,455,"NULL"
15703,106,498,"ROAG_6235","PIANU",0,3082,"NULL"
15704,106,498,"ROAG_116554_03","PIETRIS",0,420,"NULL"
15705,106,498,"ROAG_118478_03","PIPEA",0,68,"NULL"
15706,106,498,"ROAG_1945_12","PIRITA",0,155,"NULL"
15707,106,498,"ROAG_119983_04","PODURI",0,114,"NULL"
15708,106,498,"ROAG_1464_10","PODURI",0,106,"NULL"
15709,106,498,"ROAG_117934_06","POIANA AIUDULUI",0,298,"NULL"
15710,106,498,"ROAG_4375_06","POIANA GALDEI",0,135,"NULL"
15711,106,498,"ROAG_145284","POIANA SIBIULUI",0,2548,"NULL"
15712,106,498,"ROAG_86375_04","POIANA TARNAVEI",0,39,"NULL"
15713,106,498,"ROAG_117934_02","POIENITA",0,334,"NULL"
15714,106,498,"ROAG_83204_03","POLONITA",0,334,"NULL"
15715,106,498,"ROAG_117836_07","PORUMBAC",0,3,"NULL"
15716,106,498,"ROAG_115968_04","PORUMBENI",0,631,"NULL"
15717,106,498,"ROAG_85350","PRAID",0,1034,"NULL"
15718,106,498,"ROAG_84479_05","PRELUCA",0,6,"NULL"
15719,106,498,"ROAG_145239_01","PRESACA",0,440,"NULL"
15720,106,498,"ROAG_119395_05","PRIPOARE",0,51,"NULL"
15721,106,498,"ROAG_144624_02","PROD",0,253,"NULL"
15722,106,498,"ROAG_90547","PUI",0,4040,"NULL"
15723,106,498,"ROAG_1883_01","RAHAU",0,977,"NULL"
15724,106,498,"ROAG_4375_03","RAICANI",0,21,"NULL"
15725,106,498,"ROAG_120147_02","RAPA DE JOS",0,492,"NULL"
15726,106,498,"ROAG_90672","RAPOLTU MARE",0,1960,"NULL"
15727,106,498,"ROAG_118940","RASTOLITA",0,1357,"NULL"
15728,106,498,"ROAG_90887","RAU DE MORI",0,3153,"NULL"
15729,106,498,"ROAG_118389_04","RAZOARE",0,607,"NULL"
15730,106,498,"ROAG_119901_01","RECEA",0,155,"NULL"
15731,106,498,"ROAG_114818","REGHIN",0,3328,"NULL"
15732,106,498,"ROAG_85421","REMETEA",0,8537,"NULL"
15733,106,498,"ROAG_89570_06","RENGHET",0,224,"NULL"
15734,106,498,"ROAG_144205_02","RICHIS",0,679,"NULL"
15735,106,498,"ROAG_119000","RICIU",0,1476,"NULL"
15736,106,498,"ROAG_144740_01","ROANDOLA",0,201,"NULL"
15737,106,498,"ROAG_144312_02","ROMANESTI",0,68,"NULL"
15738,106,498,"ROAG_91009","ROMOS",0,2604,"NULL"
15739,106,498,"ROAG_6770","ROSIA",0,2617,"NULL"
15740,106,498,"ROAG_114729_02","ROSIORI",0,760,"NULL"
15741,106,498,"ROAG_114989_04","ROTENI",0,797,"NULL"
15742,106,498,"ROAG_116803_05","ROUA",0,360,"NULL"
15743,106,498,"ROAG_85993_02","RUGANESTI",0,774,"NULL"
15744,106,498,"ROAG_1945_10","RUNC",0,17,"NULL"
15745,106,498,"ROAG_145612_01","RUSI",0,782,"NULL"
15746,106,498,"ROAG_1945_03","RUSI",0,44,"NULL"
15747,106,498,"ROAG_119162","RUSII-MUNTI",0,1375,"NULL"
15748,106,498,"ROAG_115968_03","SABED",0,748,"NULL"
15749,106,498,"ROAG_114863_01","SACADAT",0,344,"NULL"
15750,106,498,"ROAG_115904_03","SACALU DE PADURE",0,316,"NULL"
15751,106,498,"ROAG_116661_02","SACARENI",0,272,"NULL"
15752,106,498,"ROAG_91241_02","SACEL",0,255,"NULL"
15753,106,498,"ROAG_144802_05","SADINCA",0,20,"NULL"
15754,106,498,"ROAG_115192_02","SAES",0,1271,"NULL"
15755,106,498,"ROAG_118067_01","SALARD",0,67,"NULL"
15756,106,498,"ROAG_91125","SALASU DE SUS",0,2359,"NULL"
15757,106,498,"ROAG_117836_01","SALCUD",0,652,"NULL"
15758,106,498,"ROAG_7053","SALISTEA",0,1478,"NULL"
15759,106,498,"ROAG_7357","SANCEL",0,2844,"NULL"
15760,106,498,"ROAG_84834_08","SANCEL",0,8,"NULL"
15761,106,498,"ROAG_1222_09","SANCRAI",0,660,"NULL"
15762,106,498,"ROAG_84273_06","SANCRAI",0,1105,"NULL"
15763,106,498,"ROAG_87433_08","SANCRAI",0,167,"NULL"
15764,105,498,"ROAG_114391","SANCRAIU DE MURES",0,0,"NULL"
15765,105,498,"ROAG_55320","SANDULESTI",0,0,"NULL"
15766,106,498,"ROAG_119536_03","SANGEORGIU DE CAM",0,388,"NULL"
15767,106,498,"ROAG_119340","SANGEORGIU DE PADURE",1588,2087,"NULL"
15768,106,498,"ROAG_119395","SANGER",0,1399,"NULL"
15769,105,498,"ROAG_114426","SANGIORGIU DE MURES ",0,0,"NULL"
15770,106,498,"ROAG_117934_03","SANISOR",0,235,"NULL"
15771,106,498,"ROAG_119475_04","SANMARGHITA",0,242,"NULL"
15772,106,498,"ROAG_119000_06","SANMARTINU DE CAM",0,508,"NULL"
15773,106,498,"ROAG_7927","SANMICLAUS",0,4067,"NULL"
15774,106,498,"ROAG_115717_02","SANMIHAI DE PADUR",0,263,"NULL"
15775,106,498,"ROAG_119475","SANPAUL",0,1754,"NULL"
15776,106,498,"ROAG_9379_01","SANPAUL",0,695,"NULL"
15777,106,498,"ROAG_91241_01","SANPETRU",0,254,"NULL"
15778,106,498,"ROAG_119536","SANPETRU DE CAMPIE",0,1131,"NULL"
15779,106,498,"ROAG_87433_04","SANTAMARIA DE PIA",0,175,"NULL"
15780,105,498,"ROAG_91241","SANTAMARIE - ORLEA",0,0,"NULL"
15781,105,498,"ROAG_114462","SANTANA DE MURES",0,0,"NULL"
15782,106,498,"ROAG_87674_04","SANTANDREI",0,670,"NULL"
15783,106,498,"ROAG_7393","SANTIMBRU",0,1457,"NULL"
15784,106,498,"ROAG_118003_02","SANTU",0,354,"NULL"
15785,106,498,"ROAG_116876_06","SANVASII",0,426,"NULL"
15786,106,498,"ROAG_114612_03","SAPARTOC",0,26,"NULL"
15787,106,498,"ROAG_118290_02","SARDU NIRAJULUI",0,401,"NULL"
15788,105,498,"ROAG_85537","SARMAS",0,0,"NULL"
15789,106,498,"ROAG_119251_01","SARMASEL-GARA",0,749,"NULL"
15790,106,498,"ROAG_119251","SARMASU",0,3985,"NULL"
15791,106,498,"ROAG_143815_01","SAROS PE TARNAVE",0,1640,"NULL"
15792,106,498,"ROAG_119215","SASCHIZ",0,1490,"NULL"
15793,106,498,"ROAG_7106","SASCIORI",0,5699,"NULL"
15794,106,498,"ROAG_84834_03","SATU MIC",0,76,"NULL"
15795,106,498,"ROAG_116992_02","SATU NOU",0,826,"NULL"
15796,106,498,"ROAG_87674_03","SAULESTI",0,311,"NULL"
15797,106,498,"ROAG_119769","SAULIA",0,1758,"NULL"
15798,106,498,"ROAG_118389_02","SAULITA",0,129,"NULL"
15799,106,498,"ROAG_119901_05","SAUSA",0,242,"NULL"
15800,106,498,"ROAG_11851","SAVARSIN",0,1365,"NULL"
15801,106,498,"ROAG_119162_03","SEBES",0,5171,"NULL"
15802,106,498,"ROAG_1883","SEBES",0,1042,"NULL"
15803,106,498,"ROAG_83641_01","SECU",0,81,"NULL"
15804,106,498,"ROAG_85591","SECUIENI",0,745,"NULL"
15805,106,498,"ROAG_11959","SECUSIGIU",214,1928,"NULL"
15806,106,498,"ROAG_11593_03","SEDERHAT",0,311,"NULL"
15807,106,498,"ROAG_145676","SEICA MARE",0,1802,"NULL"
15808,106,498,"ROAG_12215","SEITIN",0,2789,"NULL"
15809,106,498,"ROAG_116509_03","SELEUS",0,1933,"NULL"
15810,106,498,"ROAG_12046","SEMLAC",0,3667,"NULL"
15811,106,498,"ROAG_115646_01","SENEREUS",0,708,"NULL"
15812,106,498,"ROAG_85939_01","SENETEA",0,11,"NULL"
15813,106,498,"ROAG_115717_01","SERBENI",0,355,"NULL"
15814,106,498,"ROAG_117836_04","SFANTU GHEORGHE",0,357,"NULL"
15815,106,498,"ROAG_7829","SIBOT",0,2236,"NULL"
15816,106,498,"ROAG_86375_03","SICASAU",0,111,"NULL"
15817,106,498,"ROAG_83794_02","SICLOD",0,231,"NULL"
15818,106,498,"ROAG_114523","SIGHISOARA",0,2529,"NULL"
15819,106,498,"ROAG_118101_02","SILEA NIRAJULUI",0,414,"NULL"
15820,106,498,"ROAG_87585_02","SILVASU DE JOS",0,379,"NULL"
15821,106,498,"ROAG_87585_01","SILVASU DE SUS",0,334,"NULL"
15822,106,498,"ROAG_87674","SIMERIA",0,506,"NULL"
15823,106,498,"ROAG_87674_05","SIMERIA VECHE",0,391,"NULL"
15824,106,498,"ROAG_85993","SIMONESTI",0,1092,"NULL"
15825,106,498,"ROAG_2924_01","SIMULESTI",0,147,"NULL"
15826,106,498,"ROAG_85421_02","SINEU",0,86,"NULL"
15827,106,498,"ROAG_10113_06","SLATINA DE MURES",0,185,"NULL"
15828,106,498,"ROAG_145612","SLIMNIC",0,1285,"NULL"
15829,106,498,"ROAG_144125_02","SOALA",0,307,"NULL"
15830,106,498,"ROAG_120263_03","SOARD",0,780,"NULL"
15831,106,498,"ROAG_9379","SOFRONEA",0,1880,"NULL"
15832,106,498,"ROAG_1160_01","SOHARU",0,151,"NULL"
15833,106,498,"ROAG_7455","SOHODOL",0,1535,"NULL"
15834,106,498,"ROAG_91349","SOIMUS",0,3373,"NULL"
15835,106,498,"ROAG_117051_02","SOLOCMA",0,356,"NULL"
15836,106,498,"ROAG_119607","SOLOVASTRU",0,848,"NULL"
15837,106,498,"ROAG_118218_03","SOMOSTELNIC",0,298,"NULL"
15838,105,498,"ROAG_7874","SONA",0,0,"NULL"
15839,106,498,"ROAG_1464_05","SORLITA",0,18,"NULL"
15840,106,498,"ROAG_114863","SOVATA",1903,1618,"NULL"
15841,106,498,"ROAG_1357_01","SPATAC",0,104,"NULL"
15842,106,498,"ROAG_7954","SPRING",0,2420,"NULL"
15843,106,498,"ROAG_118389_05","STEFANCA",0,32,"NULL"
15844,106,498,"ROAG_120389_08","STEFANEACA",0,32,"NULL"
15845,106,498,"ROAG_12581_04","STEJAR",0,162,"NULL"
15846,106,498,"ROAG_116509_02","STEJARENII",0,204,"NULL"
15847,106,498,"ROAG_114989_03","STEJERIS",0,324,"NULL"
15848,106,498,"ROAG_145676_01","STENEA",0,169,"NULL"
15849,105,498,"ROAG_7776","STREMT",0,0,"NULL"
15850,106,498,"ROAG_86375_01","SUB CETATE",0,736,"NULL"
15851,106,498,"ROAG_116947_02","SUB PADURE",0,71,"NULL"
15852,106,498,"ROAG_91241_06","SUBCETATE",0,533,"NULL"
15853,106,498,"ROAG_8023","SUGAG",0,1854,"NULL"
15854,106,498,"ROAG_119670","SUPLAC",0,786,"NULL"
15855,106,498,"ROAG_119732","SUSENI",0,1599,"NULL"
15856,106,498,"ROAG_85939","SUSENI",0,2522,"NULL"
15857,106,498,"ROAG_114989_07","SUVEICA",0,232,"NULL"
15858,106,498,"ROAG_117676_09","TABLASENI",0,24,"NULL"
15859,106,498,"ROAG_84273_04","TAMASU",0,150,"NULL"
15860,106,498,"ROAG_118290_05","TAMPA",0,571,"NULL"
15861,106,498,"ROAG_145006_02","TAPU",0,650,"NULL"
15862,106,498,"ROAG_85993_11","TARCESTI",0,201,"NULL"
15863,106,498,"ROAG_114328","TARGU MURES",0,10905,"NULL"
15864,106,498,"ROAG_143655","TARNAVA",0,2273,"NULL"
15865,106,498,"ROAG_114934","TARNAVENI",0,2407,"NULL"
15866,106,498,"ROAG_83160_01","TARNOVITA",0,708,"NULL"
15867,106,498,"ROAG_7053_01","TARTARIA",0,656,"NULL"
15868,106,498,"ROAG_120389_03","TAU",0,44,"NULL"
15869,106,498,"ROAG_8363_01","TAUNI",0,323,"NULL"
15870,106,498,"ROAG_83204_06","TAURENI",0,437,"NULL"
15871,106,498,"ROAG_8103","TEIUS",0,7074,"NULL"
15872,106,498,"ROAG_117186_07","TELEAC",0,342,"NULL"
15873,106,498,"ROAG_83204_07","TELEAC",0,184,"NULL"
15874,106,498,"ROAG_86945","TELIUCU INFERIOR",47,1580,"NULL"
15875,106,498,"ROAG_11851_03","TEMESESTI",0,131,"NULL"
15876,106,498,"ROAG_84273_02","TIBOD",0,222,"NULL"
15877,106,498,"ROAG_1222_02","TIFRA",0,108,"NULL"
15878,106,498,"ROAG_118478_01","TIGMANDRU",0,1078,"NULL"
15879,106,498,"ROAG_115398_10","TIPTELNIC",0,132,"NULL"
15880,106,498,"ROAG_117569_02","TIREU",0,491,"NULL"
15881,106,498,"ROAG_116297_04","TIRIMIOARA",0,176,"NULL"
15882,106,498,"ROAG_117569_01","TISIEU",0,366,"NULL"
15883,106,498,"ROAG_119251_05","TITIANA",0,32,"NULL"
15884,106,498,"ROAG_117435_02","TOACA",0,1871,"NULL"
15885,106,498,"ROAG_11851_04","TOC",0,393,"NULL"
15886,106,498,"ROAG_84479_01","TOLESENI",0,89,"NULL"
15887,106,498,"ROAG_1464_19","TOMUSESTI",0,44,"NULL"
15888,106,498,"ROAG_114612_04","TOPA",0,323,"NULL"
15889,106,498,"ROAG_143860_01","TOPARCEA",0,140,"NULL"
15890,106,498,"ROAG_83641","TOPLITA",0,2862,"NULL"
15891,106,498,"ROAG_118101_01","TORBA",0,164,"NULL"
15892,106,498,"ROAG_91633","TOTESTI",0,1893,"NULL"
15893,106,498,"ROAG_7393_03","TOTOI",0,511,"NULL"
15894,106,498,"ROAG_1945_14","TRAMPOIELE",0,392,"NULL"
15895,106,498,"ROAG_117051_01","TREI SATE",0,1122,"NULL"
15896,106,498,"ROAG_59700","TRITENII DE JOS",0,4240,"NULL"
15897,106,498,"ROAG_11851_05","TROAS",0,176,"NULL"
15898,106,498,"ROAG_116876_03","TROITA",0,811,"NULL"
15899,105,498,"ROAG_55268","TURDA",0,0,"NULL"
15900,106,498,"ROAG_85993_08","TURDENI",0,93,"NULL"
15901,106,498,"ROAG_11593_02","TURNU",0,1181,"NULL"
15902,106,498,"ROAG_119536_02","TUSINU",0,591,"NULL"
15903,106,498,"ROAG_115539_01","UILA",0,528,"NULL"
15904,106,498,"ROAG_84273_03","ULCANI",0,374,"NULL"
15905,106,498,"ROAG_119000_08","ULIES",0,534,"NULL"
15906,106,498,"ROAG_119901","UNGHENI",0,989,"NULL"
15907,106,498,"ROAG_8167","UNIREA",0,1739,"NULL"
15908,106,498,"ROAG_60071_01","URCA",0,1005,"NULL"
15909,106,498,"ROAG_117435_04","URICEA",0,55,"NULL"
15910,106,498,"ROAG_35321","URMENIS",0,1949,"NULL"
15911,106,498,"ROAG_87674_01","UROI",0,388,"NULL"
15912,106,498,"ROAG_120085_02","VADU",0,271,"NULL"
15913,106,498,"ROAG_91241_03","VADU",0,91,"NULL"
15914,106,498,"ROAG_83641_02","VAGANI",0,219,"NULL"
15915,106,498,"ROAG_119670_04","VAIDACUTA",0,17,"NULL"
15916,106,498,"ROAG_118584_02","VAIDEIU",0,147,"NULL"
15917,106,498,"ROAG_144624_01","VALCHID",0,742,"NULL"
15918,106,498,"ROAG_120085_03","VALEA",0,677,"NULL"
15919,106,498,"ROAG_1464_04","VALEA BISTRII",0,356,"NULL"
15920,106,498,"ROAG_1464_16","VALEA CASELOR",0,94,"NULL"
15921,106,498,"ROAG_117676_07","VALEA ICLANDULUI",0,18,"NULL"
15922,106,498,"ROAG_119475_01","VALEA IZVOARELOR",0,1158,"NULL"
15923,106,498,"ROAG_119983","VALEA LARGA",0,2138,"NULL"
15924,106,498,"ROAG_84184_03","VALEA LUI PAVEL",0,363,"NULL"
15925,106,498,"ROAG_144562_01","VALEA LUNGA",0,224,"NULL"
15926,106,498,"ROAG_8363","VALEA LUNGA",0,2178,"NULL"
15927,106,498,"ROAG_115398_04","VALEA MARE",0,229,"NULL"
15928,106,498,"ROAG_11851_08","VALEA MARE",0,200,"NULL"
15929,106,498,"ROAG_1945_11","VALEA MICA",0,391,"NULL"
15930,106,498,"ROAG_115398_08","VALEA RECE",0,264,"NULL"
15931,106,498,"ROAG_84273_01","VALEA ROTUNDA",0,71,"NULL"
15932,106,498,"ROAG_87433_09","VALEA SANGEORGIUL",0,291,"NULL"
15933,106,498,"ROAG_119000_12","VALEA SANMARTINUL",0,154,"NULL"
15934,106,498,"ROAG_119000_04","VALEA SEACA",0,18,"NULL"
15935,106,498,"ROAG_119983_03","VALEA SURII",0,222,"NULL"
15936,106,498,"ROAG_119000_07","VALEA ULIESULUI",0,37,"NULL"
15937,106,498,"ROAG_119983_02","VALEA URIESULUI",0,270,"NULL"
15938,106,498,"ROAG_145970","VALEA VIILOR",0,1362,"NULL"
15939,106,498,"ROAG_145006_01","VALENI",0,15,"NULL"
15940,106,498,"ROAG_83204_10","VALENI",0,314,"NULL"
15941,106,498,"ROAG_89570_08","VALENI",0,20,"NULL"
15942,106,498,"ROAG_114989_01","VALENII",0,817,"NULL"
15943,106,498,"ROAG_115904_04","VALENII DE MURES",0,1179,"NULL"
15944,106,498,"ROAG_117934_04","VALISOARA",0,123,"NULL"
15945,106,498,"ROAG_119395_04","VALISOARA",0,3,"NULL"
15946,106,498,"ROAG_120263","VANATORI",0,1787,"NULL"
15947,106,498,"ROAG_12581","VARADIA DE MURES",0,558,"NULL"
15948,106,498,"ROAG_120085","VARGATA",0,427,"NULL"
15949,106,498,"ROAG_83570_02","VARGATAC",0,7,"NULL"
15950,106,498,"ROAG_11361_01","VARIASU MARE",0,459,"NULL"
15951,106,498,"ROAG_11361_02","VARIASU MIC",0,133,"NULL"
15952,106,498,"ROAG_1464_12","VARSI",0,156,"NULL"
15953,106,498,"ROAG_120147","VATAVA",0,824,"NULL"
15954,106,498,"ROAG_144161_02","VELT",0,658,"NULL"
15955,106,498,"ROAG_145612_02","VESEUD",0,224,"NULL"
15956,106,498,"ROAG_5112_01","VESEUS",0,988,"NULL"
15957,106,498,"ROAG_118290_03","VETA",0,49,"NULL"
15958,106,498,"ROAG_91991","VETEL",0,2872,"NULL"
15959,106,498,"ROAG_119901_04","VIDRASAU",0,996,"NULL"
15960,106,498,"ROAG_116803_01","VIFOROASA",0,857,"NULL"
15961,105,498,"ROAG_60071","VIISOARA",0,0,"NULL"
15962,106,498,"ROAG_8835","VINTU DE JOS",0,4251,"NULL"
15963,106,498,"ROAG_83570_01","VISAFOLIO",0,10,"NULL"
15964,106,498,"ROAG_119251_03","VISINELU",0,516,"NULL"
15965,106,498,"ROAG_9404","VLADIMIRESCU",0,5355,"NULL"
15966,106,498,"ROAG_115968_01","VOINICENI",0,1144,"NULL"
15967,106,498,"ROAG_86348","VOSLABENI",0,953,"NULL"
15968,106,498,"ROAG_115192_03","VULCAN",0,114,"NULL"
15969,106,498,"ROAG_12787","ZABRANI",0,2165,"NULL"
15970,106,498,"ROAG_10863","ZADARENI",0,2114,"NULL"
15971,106,498,"ROAG_4375_07","ZAGRIS",0,4,"NULL"
15972,106,498,"ROAG_92186","ZAM",0,1875,"NULL"
15973,106,498,"ROAG_119395_02","ZAPODEA",0,172,"NULL"
15974,106,498,"ROAG_84479_03","ZAPODEA",0,11,"NULL"
15975,106,498,"ROAG_120389","ZAU DE CAMPIE",0,2393,"NULL"
15976,106,498,"ROAG_86375","ZETEA",0,1751,"NULL"
15977,106,498,"ROAG_12885_01","ZIMANDCUZ",0,1630,"NULL"
15978,106,498,"ROAG_12885","ZIMANDU NOU",0,3027,"NULL"
15979,106,498,"ROAG_117569_08","ZIMTI",0,100,"NULL"
